id,cin,company_name,status,roc,company_type,incorporation_date,email,website,address,source_url,content_hash,last_updated
79,,Just a moment...,,,,,,,,https://www.zaubacorp.com/NARMADLAXMI-COMMUNICATION-PRIVATE-LIMITED-U72200GJ2015PTC083580,9851ec9ce95a6f3ebdfa4fb704709f36,2026-05-13 19:12:28
80,U93000KA2010PTC052872,INTERCONNECT MEDIA PRIVATE LIMITED,Active,ROC Bangalore,,2010-03-17,compliances@gowhama.com,https://www.zaubacorp.com/INTERCONNECT-MEDIA-PRIVATE-LIMITED-U93000KA2010PTC052872,"No.312/A, 1ST MAIN, 40TH CROSS, 8TH BLOCK, JAYANAGAR   , BANGALORE, Karnataka, India - 560082",https://www.zaubacorp.com/INTERCONNECT-MEDIA-PRIVATE-LIMITED-U93000KA2010PTC052872,98a14dffeec3c43abe304d7e4ac9a9cd,2026-05-13 19:12:32
81,,Just a moment...,,,,,,,,https://www.zaubacorp.com/SAMPARK-MICRO-FINANCE-U65190TR2013NPL008382,4df0c2e8b65814f4c4e9fdbc1e05921f,2026-05-13 19:12:36
82,U65920UP2019PTC120791,FLIPZEE FOREX INTERNATIONAL PRIVATE LIMITED,Active,ROC Kanpur,,2019-09-03,manojagrawalcavns@yahoo.com,https://www.zaubacorp.com/FLIPZEE-FOREX-INTERNATIONAL-PRIVATE-LIMITED-U65920UP2019PTC120791,"Shop No. 6-9, PCF Plaza Nadesar   , VARANASI, Uttar Pradesh, India - 221002",https://www.zaubacorp.com/FLIPZEE-FOREX-INTERNATIONAL-PRIVATE-LIMITED-U65920UP2019PTC120791,74d7fa2124040a5569b466f6bf9806fd,2026-05-13 19:12:42
83,,Just a moment...,,,,,,,,https://www.zaubacorp.com/IRA-AARNA-REALITY-PRIVATE-LIMITED-U70102MH2008PTC180739,c53150a3cf5f70a3df4b6fdf9e4668ef,2026-05-13 19:12:46
84,,Just a moment...,,,,,,,,https://www.zaubacorp.com/AMBASRI-EXIM-PRIVATE-LIMITED-U51909KA2022PTC159003,9270f6064de3ab37b3b60e647e881db5,2026-05-13 19:12:50
85,U99999MH1937PTC002715,THE VARADA COMMERCIAL COMPANY LIMITED,Dissolved (Liquidated),ROC Mumbai,,1937-11-01,,https://www.zaubacorp.com/THE-VARADA-COMMERCIAL-COMPANY-LIMITED-U99999MH1937PTC002715,"NA AT POST DEUL GALLI LOHA  , NA, Maharashtra, India - 431708",https://www.zaubacorp.com/THE-VARADA-COMMERCIAL-COMPANY-LIMITED-U99999MH1937PTC002715,56cb1a17ea7e98ec23039f024b85bf75,2026-05-13 19:12:54
86,,Just a moment...,,,,,,,,https://www.zaubacorp.com/TRANSGLOBAL-RESOURCES-PRIVATE-LIMITED-U51101UP2015PTC069685,16b8e6601aec66c785f6b51ecc590df9,2026-05-13 19:12:57
87,,Just a moment...,,,,,,,,https://www.zaubacorp.com/SOUTH-EAST-CONSULTANTS-PRIVATE-LIMITED-U74899DL1988PTC031129,157b2a76abb6e29b0066b2f40c0c2a4f,2026-05-13 19:13:00
88,U74999AN2018PTC005426,SUKKREEV MULTITECH PRIVATE LIMITED,Active,ROC Andaman,,2018-12-06,bhakiyamexports@gmail.com,https://www.zaubacorp.com/SUKKREEV-MULTITECH-PRIVATE-LIMITED-U74999AN2018PTC005426,"SHRI S PANDI KUMARAN, PANIPATH ROAD LILLYPUR HADDO   , PORT BLAIR, Andaman & Nicobar, India - 744102",https://www.zaubacorp.com/SUKKREEV-MULTITECH-PRIVATE-LIMITED-U74999AN2018PTC005426,a549fd0d52cd0d3216efa12f87c5b8c3,2026-05-13 19:13:04
89,U80301MH2021PTC367207,CHARISMATRIX EDUCATION TECHNOLOGY PRIVATE LIMITED,Active,ROC Mumbai,,2021-09-08,danish143@gmail.com,https://www.zaubacorp.com/CHARISMATRIX-EDUCATION-TECHNOLOGY-PRIVATE-LIMITED-U80301MH2021PTC367207,"D/ 131, Steel Chember Tower, Plot No. 5, Panvel Raigarh, Navi Mumbai,   , Mumbai, Maharashtra, India - 410218",https://www.zaubacorp.com/CHARISMATRIX-EDUCATION-TECHNOLOGY-PRIVATE-LIMITED-U80301MH2021PTC367207,3c1d2af73992fc114770ebd962ddb943,2026-05-13 19:13:17
90,U70109WB2011PTC167115,NABADIGANTA INFRASTRUCTURE & HOUSING PRIVATE LIMITED,Active,ROC Kolkata,,2011-09-02,paribarestates@rediffmail.com,https://www.zaubacorp.com/NABADIGANTA-INFRASTRUCTURE-AND-HOUSING-PRIVATE-LIMITED-U70109WB2011PTC167115,"22/1, STATION ROAD, KHARDAHA, 1 NO. SURYASEN NAGAR P.O & P.S - KHARDAHA, DIST - 24PGS (N)   , KOLKATA, West Bengal, India - 700117",https://www.zaubacorp.com/NABADIGANTA-INFRASTRUCTURE-AND-HOUSING-PRIVATE-LIMITED-U70109WB2011PTC167115,4411681ff436cfc0e6567948ae2c4d5c,2026-05-13 19:13:23
91,,Just a moment...,,,,,,,,https://www.zaubacorp.com/RSSH-EDUCATIONAL-CONSULTANTS-PRIVATE-LIMITED-U80901BR2018PTC038775,2af621487bfdc4563b241420e4c17493,2026-05-13 19:13:27
92,U74210PN2000PTC015035,AREN DESIGN PRIVATE LIMITED,Strike Off,ROC Pune,,2000-06-26,,https://www.zaubacorp.com/AREN-DESIGN-PRIVATE-LIMITED-U74210PN2000PTC015035,"425 B/2 BANK OF BARODA HSG SOC CHATUSHRINGI RD   , PUNE, Maharashtra, India - 411016",https://www.zaubacorp.com/AREN-DESIGN-PRIVATE-LIMITED-U74210PN2000PTC015035,d225fd078d0db1fee019d8c20ae040a9,2026-05-13 19:13:36
93,,Just a moment...,,,,,,,,https://www.zaubacorp.com/GRB-FINANCE-PRIVATE-LIMITED-U65923BR1995PTC006393,e5ef26dbaaf708427077bd32eb37d727,2026-05-13 19:13:40
94,U91110GJ1994PTC023255,POJO INDUSTRIES PVT LTD,Strike Off,ROC Ahmedabad,,1994-10-12,,https://www.zaubacorp.com/POJO-INDUSTRIES-PVT-LTD-U91110GJ1994PTC023255,"1,RATNAM 3RD FLOOR,C.G.ROADELLISBRIDGE,AHMEDABAD.   , NA, Gujarat, India - 000000",https://www.zaubacorp.com/POJO-INDUSTRIES-PVT-LTD-U91110GJ1994PTC023255,d546663c1d5e8cc829b4cffa7b28c985,2026-05-13 19:13:44
95,,Just a moment...,,,,,,,,https://www.zaubacorp.com/SAKALYA-WISDOM-FOUNDATION-U80302KA2019NPL130539,eb00b7ad9038849fca3d1de480feeaa6,2026-05-13 19:13:47
96,U99999DL1993PLC054353,NIRMOLAX INDIA LIMITED,Strike Off,ROC Delhi,,1993-07-08,,https://www.zaubacorp.com/NIRMOLAX-INDIA-LIMITED-U99999DL1993PLC054353,"B-7, PUNJABI BAGHNANGLOI,NEW DELHI   , NA, Delhi, India - 000000",https://www.zaubacorp.com/NIRMOLAX-INDIA-LIMITED-U99999DL1993PLC054353,266ff3fb8c0d85b98570fbaef94879d4,2026-05-13 19:13:54
97,U72900GJ2011PTC067097,N-TECH TECHNOLOGIES PRIVATE LIMITED,Strike Off,ROC Ahmedabad,,2011-09-13,parmaramit1111@gmail.com,https://www.zaubacorp.com/N-TECH-TECHNOLOGIES-PRIVATE-LIMITED-U72900GJ2011PTC067097,"124-0406-03-0306-0012-E, PUJALAL NI CHALI, NR. HINDI MARATHI SCHOOL, AMRAPALI ROAD,  GOMTIPUR,  , AHMEDABAD, Gujarat, India - 380021",https://www.zaubacorp.com/N-TECH-TECHNOLOGIES-PRIVATE-LIMITED-U72900GJ2011PTC067097,13c3d4e6d1307b0e0b4d0648d21521c5,2026-05-13 19:14:02
98,,Just a moment...,,,,,,,,https://www.zaubacorp.com/PEAKLEVEL-INFRASTRUCTURE-PRIVATE-LIMITED-U70102WB2010PTC153280,c84be23acf7536dde03ea96a04d60b18,2026-05-13 19:14:10
99,U74900UP2011PTC044823,AVA HYDROPOWER CONSULTANTS PRIVATE LIMITED,Active,RoC-Kanpur,,2011-05-16,alokag50@yahoo.co.in,https://www.zaubacorp.com/AVA-HYDROPOWER-CONSULTANTS-PRIVATE-LIMITED-U74900UP2011PTC044823,V-1001 AMRAPALI SAPPHIRE SECTOR-45 NOIDA Gautam Buddha Nagar UP 201303 IN,https://www.zaubacorp.com/AVA-HYDROPOWER-CONSULTANTS-PRIVATE-LIMITED-U74900UP2011PTC044823,94f307852e42dcc863a5516331edff42,2026-05-13 19:14:18
