id,cin,company_name,status,roc,company_type,incorporation_date,email,website,address,state,city,authorized_capital,paid_up_capital,company_category,company_subcategory,source_url,content_hash,scraped_at,updated_at
61,U72200TN2009PTC070684,RELIANT SOFTWARE SOLUTION INTEGRATED PRIVATE LIMITED,Strike Off,ROC Chennai,,2009-02-06,manian_acs@yahoo.co.in,https://www.zaubacorp.com/RELIANT-SOFTWARE-SOLUTION-INTEGRATED-PRIVATE-LIMITED-U72200TN2009PTC070684,"41A, VELLAIKOTTAI MELARATHA STREET,   , ARUPPUKOTTAI, Tamil Nadu, India - 626101",Tamil Nadu,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/RELIANT-SOFTWARE-SOLUTION-INTEGRATED-PRIVATE-LIMITED-U72200TN2009PTC070684,a6d65a214f165b62605cb7b5142c350d,2026-05-14T15:52:59.710257+00:00,2026-05-14T15:52:59.710257+00:00
62,U74999UP2017PTC095536,HADRON PHARMA LAB SOLUTIONS PRIVATE LIMITED,Strike Off,ROC Kanpur,,2017-07-31,csankittrawall@gmail.com,https://www.zaubacorp.com/HADRON-PHARMA-LAB-SOLUTIONS-PRIVATE-LIMITED-U74999UP2017PTC095536,"PANDEY NIWAS, KARM BHOOMI A1 MAIN GALI GARHI SECTOR 121 NOIDA   , Gautam Budh Nagar, Uttar Pradesh, India - 201301",Uttar Pradesh,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/HADRON-PHARMA-LAB-SOLUTIONS-PRIVATE-LIMITED-U74999UP2017PTC095536,4a0b9dfc873ebfb24e1e1e3f2dce6ebd,2026-05-14T15:53:05.631743+00:00,2026-05-14T15:53:05.631743+00:00
63,U51909UP2021PTC144433,ALHAMD EXIM PRIVATE LIMITED,Active,ROC Kanpur,,2021-03-30,khanamaan596@gmail.com,https://www.zaubacorp.com/ALHAMD-EXIM-PRIVATE-LIMITED-U51909UP2021PTC144433,"MOHALLA SIKRI GATE,15, ALHAMD EXIM PVT. LIMITED SEEKRI GATE TEHSIL CHANDAUSI, SAMBHAL   , SAMBHAL, Uttar Pradesh, India - 244412",Uttar Pradesh,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/ALHAMD-EXIM-PRIVATE-LIMITED-U51909UP2021PTC144433,c2cb13448c104f8370a42efad5101d02,2026-05-14T15:53:24.586222+00:00,2026-05-14T15:53:24.586222+00:00
64,U74999UP2017PTC099587,VPG SOLAR INFRATECH PRIVATE LIMITED,Active,ROC Kanpur,,2017-12-21,gmvpgarg@gmail.com,https://www.zaubacorp.com/VPG-SOLAR-INFRATECH-PRIVATE-LIMITED-U74999UP2017PTC099587,"C-150 Sector-48   , Noida, Uttar Pradesh, India - 201301",Uttar Pradesh,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/VPG-SOLAR-INFRATECH-PRIVATE-LIMITED-U74999UP2017PTC099587,9a894a5defc1883157bd3f13a223991c,2026-05-14T15:53:34.144222+00:00,2026-05-14T15:53:34.144222+00:00
65,U70101WB2006PTC108817,CHANDRA AWAS PRIVATE LIMITED,Active,ROC Kolkata,,2006-03-31,capl.jsr@gmail.com,https://www.zaubacorp.com/CHANDRA-AWAS-PRIVATE-LIMITED-U70101WB2006PTC108817,"C/O Anil Baran Dewanjee, F-27, School Road, Sodepur   , Kolkata, West Bengal, India - 700110",West Bengal,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/CHANDRA-AWAS-PRIVATE-LIMITED-U70101WB2006PTC108817,1fac34cd1092cab16f5dd2a45fbaea17,2026-05-14T15:53:39.733993+00:00,2026-05-14T15:53:39.733993+00:00
66,U51109WB2008PTC122232,S.P.SARKAR DISTRIBUTORS PRIVATE LIMITED,Strike Off,ROC Kolkata,,2008-01-30,kkrbhatt@rediffmail.com,https://www.zaubacorp.com/S-P-SARKAR-DISTRIBUTORS-PRIVATE-LIMITED-U51109WB2008PTC122232,"KAJORA BAZAR   , KAJORA GRAM, West Bengal, India - 713338",West Bengal,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/S-P-SARKAR-DISTRIBUTORS-PRIVATE-LIMITED-U51109WB2008PTC122232,b4da64326db9f0db8e17825f351f0709,2026-05-14T15:53:48.652971+00:00,2026-05-14T15:53:48.652971+00:00
67,U70101CT2010PTC021649,SHRI RAM DREAM HOMES PRIVATE LIMITED,Strike Off,ROC Chhattisgarh,,2010-03-11,vinz9786@gmail.com,https://www.zaubacorp.com/SHRI-RAM-DREAM-HOMES-PRIVATE-LIMITED-U70101CT2010PTC021649,"Lavan Road   , Baloda Bazar, Chattisgarh, India - 493332",,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/SHRI-RAM-DREAM-HOMES-PRIVATE-LIMITED-U70101CT2010PTC021649,dfde7f46585e0c0045a53ba0e2d0fe08,2026-05-14T15:53:57.052685+00:00,2026-05-14T15:53:57.052685+00:00
68,U65191TN1996PLC037122,PALGHAT FINANCE LIMITED,Under process of striking off,ROC Chennai,,1996-12-13,,https://www.zaubacorp.com/PALGHAT-FINANCE-LIMITED-U65191TN1996PLC037122,"NO. 126NANA STREET,T. NAGAR, MADRAS 600 017   , MADRAS 600 017, Tamil Nadu, India - 600017",Tamil Nadu,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/PALGHAT-FINANCE-LIMITED-U65191TN1996PLC037122,2e30efb5cc1fd577e256dab826be7c5e,2026-05-14T15:54:08.404161+00:00,2026-05-14T15:54:08.404161+00:00
69,U74900MH2011PTC216217,ARC & LIGHT MEDIA PRIVATE LIMITED,Strike Off,ROC Mumbai,,2011-04-13,shashwat.bhatt@gmail.com,https://www.zaubacorp.com/ARC-AND-LIGHT-MEDIA-PRIVATE-LIMITED-U74900MH2011PTC216217,"202, 20TH FLOOR, YUGDHARMA, LINK ROAD, OPP. INORBIT MALL, MALAD (W),   , MUMBAI, Maharashtra, India - 400064",Maharashtra,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/ARC-AND-LIGHT-MEDIA-PRIVATE-LIMITED-U74900MH2011PTC216217,70ed1a6e148b7b0c1f6d29e6e5086368,2026-05-14T15:54:15.489084+00:00,2026-05-14T15:54:15.489084+00:00
70,U74999MH2018PTC308635,OVION MOBITECH PRIVATE LIMITED,Active,ROC Mumbai,,2018-04-26,accounts@sanghvirealty.com,https://www.zaubacorp.com/OVION-MOBITECH-PRIVATE-LIMITED-U74999MH2018PTC308635,"Plot. 46, 1st Floor, Veetrag House, Cawasji Patel Rd., Horniman Circle, Fort   , MUMBAI, Maharashtra, India - 400001",Maharashtra,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/OVION-MOBITECH-PRIVATE-LIMITED-U74999MH2018PTC308635,f78c3ece161596b453299f9d78b1af41,2026-05-14T15:54:25.335833+00:00,2026-05-14T15:54:25.335833+00:00
71,U74999HR2020PTC090791,SPS TECHNOTRENDS PRIVATE LIMITED,Active,ROC Delhi,,2020-11-07,manish.widhani@gmail.com,https://www.zaubacorp.com/SPS-TECHNOTRENDS-PRIVATE-LIMITED-U74999HR2020PTC090791,"Flat No. 1101, Tower 2, Vipul Belmonte, Golf Course Road, DLF Phase 5, Sector 53   , Gurugram, Haryana, India - 122011",Haryana,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/SPS-TECHNOTRENDS-PRIVATE-LIMITED-U74999HR2020PTC090791,57b21e87331bbf9fbf22e27dd3e7f4b0,2026-05-14T15:54:43.741791+00:00,2026-05-14T15:54:43.741791+00:00
72,U70102TG2002PTC038853,MURALIKRISHNA ESTATES PRIVATE LIMITED,Converted to LLP,ROC Hyderabad,,2002-04-26,kjeswanthrao@yahoo.co.in,https://www.zaubacorp.com/MURALIKRISHNA-ESTATES-PRIVATE-LIMITED-U70102TG2002PTC038853,"H.No.7-1-58, FLAT NO.105,SUREKHA CHAMBERS NEAR LAL BUNGALOW,AMEERPET   , HYDERABAD, Telangana, India - 500016",Telangana,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/MURALIKRISHNA-ESTATES-PRIVATE-LIMITED-U70102TG2002PTC038853,373edef524a74ba2a8d0a5a3e033f420,2026-05-14T15:54:51.830266+00:00,2026-05-14T15:54:51.830266+00:00
73,U65921DL1995PLC072831,KRV FINANCE AND LEASING LIMITED,Strike Off,ROC Delhi,,1995-09-27,,https://www.zaubacorp.com/KRV-FINANCE-AND-LEASING-LIMITED-U65921DL1995PLC072831,"4/51, OLD RAJINDER NAGARN   , DELHI, Delhi, India - 000000",Delhi,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/KRV-FINANCE-AND-LEASING-LIMITED-U65921DL1995PLC072831,fb458aaab57b2805c2293a1dfcb30ba7,2026-05-14T15:54:56.903913+00:00,2026-05-14T15:54:56.903913+00:00
